iplantitem1,relation,iplantitem2
单子麻黄,经济用途,中国药用植物
杜鹃花科,经济用途,中国药用植物
一年蓬,经济用途,中国药用植物
短葶飞蓬,经济用途,中国药用植物
台湾枇杷,经济用途,中国药用植物
枇杷,经济用途,中国药用植物
谷精草属,经济用途,中国药用植物
双江谷精草,经济用途,中国药用植物
谷精草,经济用途,中国药用植物
华南谷精草,经济用途,中国药用植物
赤才,经济用途,中国药用植物
绵参,经济用途,中国药用植物
鸡头薯,经济用途,中国药用植物
绵三七,经济用途,中国药用植物
牻牛儿苗,经济用途,中国药用植物
芝麻菜,经济用途,中国药用植物
海南狗牙花,经济用途,中国药用植物
广西狗牙花,经济用途,中国药用植物
药用狗牙花,经济用途,中国药用植物
丁公藤,经济用途,中国药用植物
光叶丁公藤,经济用途,中国药用植物
刺芹,经济用途,中国药用植物
小花糖芥,经济用途,中国药用植物
刺桐属,经济用途,中国药用植物
南非刺桐,经济用途,中国药用植物
龙牙花,经济用途,中国药用植物
塞内加尔刺桐,经济用途,中国药用植物
象牙花,经济用途,中国药用植物
刺桐,经济用途,中国药用植物
赤苍藤,经济用途,中国药用植物
古柯,经济用途,中国药用植物
狼毒,经济用途,中国药用植物
圆苞大戟,经济用途,中国药用植物
泽漆,经济用途,中国药用植物
小叶地锦,经济用途,中国药用植物
地锦,经济用途,中国药用植物
通奶草,经济用途,中国药用植物
大狼毒,经济用途,中国药用植物
甘肃大戟,经济用途,中国药用植物
甘遂,经济用途,中国药用植物
续随子,经济用途,中国药用植物
铁海棠,经济用途,中国药用植物
黄苞铁海棠,经济用途,中国药用植物
大戟,经济用途,中国药用植物
南欧大戟,经济用途,中国药用植物
土瓜狼毒,经济用途,中国药用植物
桉,经济用途,中国药用植物
伏毛山豆根,经济用途,中国药用植物
管萼山豆根,经济用途,中国药用植物
杜仲,经济用途,中国药用植物
卫矛,经济用途,中国药用植物
疏花卫矛,经济用途,中国药用植物
多须公,经济用途,中国药用植物
佩兰,经济用途,中国药用植物
狭裂泽兰,经济用途,中国药用植物
异叶泽兰,经济用途,中国药用植物
白头婆,经济用途,中国药用植物
林泽兰,经济用途,中国药用植物
飞机草,经济用途,中国药用植物
火殃勒,经济用途,中国药用植物
乳浆大戟,经济用途,中国药用植物
一品红,经济用途,中国药用植物
霸王鞭,经济用途,中国药用植物
钩腺大戟,经济用途,中国药用植物
黄苞大戟,经济用途,中国药用植物
准噶尔大戟,经济用途,中国药用植物
千根草,经济用途,中国药用植物
柃木,经济用途,中国药用植物
钝叶柃,经济用途,中国药用植物
芡实,经济用途,中国药用植物
野鸦椿,经济用途,中国药用植物
三桠苦,经济用途,中国药用植物
吴茱萸,经济用途,中国药用植物
牛紏吴萸,经济用途,中国药用植物
土丁桂,经济用途,中国药用植物
银丝草,经济用途,中国药用植物
鸡尾木,经济用途,中国药用植物
荞麦属,经济用途,中国药用植物
金荞麦,经济用途,中国药用植物
荞麦,经济用途,中国药用植物
苦荞麦,经济用途,中国药用植物
齿叶蓼,经济用途,中国药用植物
何首乌,经济用途,中国药用植物
毛脉蓼,经济用途,中国药用植物
大吴风草,经济用途,中国药用植物
阿魏属,经济用途,中国药用植物
硬阿魏,经济用途,中国药用植物
多伞阿魏,经济用途,中国药用植物
阜康阿魏,经济用途,中国药用植物
大果阿魏,经济用途,中国药用植物
榄绿阿魏,经济用途,中国药用植物
新疆阿魏,经济用途,中国药用植物
天仙藤,经济用途,中国药用植物
榕属,经济用途,中国药用植物
无花果,经济用途,中国药用植物
粗叶榕,经济用途,中国药用植物
薜荔,经济用途,中国药用植物
变叶榕,经济用途,中国药用植物
梧桐,经济用途,中国药用植物
排骨灵,经济用途,中国药用植物
白叶瓜馥木,经济用途,中国药用植物
瓜馥木,经济用途,中国药用植物
黑风藤,经济用途,中国药用植物
香港瓜馥木,经济用途,中国药用植物
须叶藤,经济用途,中国药用植物
河边千斤拔,经济用途,中国药用植物
大叶千斤拔,经济用途,中国药用植物
千斤拔,经济用途,中国药用植物
球穗千斤拔,经济用途,中国药用植物
聚花草,经济用途,中国药用植物
一叶萩,经济用途,中国药用植物
白饭树,经济用途,中国药用植物
茴香,经济用途,中国药用植物
干花豆,经济用途,中国药用植物
连翘属,经济用途,中国药用植物
连翘,经济用途,中国药用植物
山橘,经济用途,中国药用植物
小叶梣,经济用途,中国药用植物
白蜡树,经济用途,中国药用植物
白枪杆,经济用途,中国药用植物
秦岭梣,经济用途,中国药用植物
美国红梣,经济用途,中国药用植物
绿梣,经济用途,中国药用植物
楷叶梣,经济用途,中国药用植物
花曲柳,经济用途,中国药用植物
尖叶梣,经济用途,中国药用植物
贝母属,经济用途,中国药用植物
川贝母,经济用途,中国药用植物
梭砂贝母,经济用途,中国药用植物
砂贝母,经济用途,中国药用植物
伊贝母,经济用途,中国药用植物
甘肃贝母,经济用途,中国药用植物
太白贝母,经济用途,中国药用植物
浙贝母,经济用途,中国药用植物
东贝母,经济用途,中国药用植物
平贝母,经济用途,中国药用植物
山羊豆,经济用途,中国药用植物
粉花山羊豆,经济用途,中国药用植物
斜果山羊豆,经济用途,中国药用植物
白花山羊豆,经济用途,中国药用植物
牛膝菊,经济用途,中国药用植物
原拉拉藤,经济用途,中国药用植物
四叶葎,经济用途,中国药用植物
蓬子菜,经济用途,中国药用植物
藤黄属,经济用途,中国药用植物
木竹子,经济用途,中国药用植物
大叶藤黄,经济用途,中国药用植物
栀子,经济用途,中国药用植物
狭叶栀子,经济用途,中国药用植物
狭叶蓬莱葛,经济用途,中国药用植物
蓬莱葛,经济用途,中国药用植物
滇南盆距兰,经济用途,中国药用植物
白珠树属,经济用途,中国药用植物
地檀香,经济用途,中国药用植物
白果白珠,经济用途,中国药用植物
滇白珠,经济用途,中国药用植物
硬毛白珠,经济用途,中国药用植物
钩吻,经济用途,中国药用植物
黑叶小驳骨,经济用途,中国药用植物
小驳骨,经济用途,中国药用植物
太白龙胆,经济用途,中国药用植物
黄管秦艽,经济用途,中国药用植物
叶柄龙胆,经济用途,中国药用植物
红花龙胆,经济用途,中国药用植物
三花龙胆,经济用途,中国药用植物
龙胆科,经济用途,中国药用植物
野老鹤草,经济用途,中国药用植物
五叶老鹳草,经济用途,中国药用植物
尼泊尔老鹳草,经济用途,中国药用植物
甘青老鹳草,经济用途,中国药用植物
中华老鹳草,经济用途,中国药用植物
紫地榆,经济用途,中国药用植物
老鹳草,经济用途,中国药用植物
钩苞大丁草,经济用途,中国药用植物
毛大丁草,经济用途,中国药用植物
苦苣苔科,经济用途,中国药用植物
路边青属,经济用途,中国药用植物
路边青,经济用途,中国药用植物
银杏,经济用途,中国药用植物
银杏科,经济用途,中国药用植物
蝎子草属,经济用途,中国药用植物
红火麻,经济用途,中国药用植物
白颜树,经济用途,中国药用植物
白透骨消,经济用途,中国药用植物
无毛,经济用途,中国药用植物
欧活血丹,经济用途,中国药用植物
活血丹,经济用途,中国药用植物
大花活血丹,经济用途,中国药用植物
皂荚属,经济用途,中国药用植物
华南皂荚,经济用途,中国药用植物
山皂荚,经济用途,中国药用植物
皂荚,经济用途,中国药用植物
珊瑚菜,经济用途,中国药用植物
毛果算盘子,经济用途,中国药用植物
厚叶算盘子,经济用途,中国药用植物
算盘子,经济用途,中国药用植物
茎花算盘子,经济用途,中国药用植物
圆果算盘子,经济用途,中国药用植物
香港算盘子,经济用途,中国药用植物
鹿角草,经济用途,中国药用植物
大豆,经济用途,中国药用植物
野大豆,经济用途,中国药用植物
狭叶白花野大豆,经济用途,中国药用植物
小花山小橘,经济用途,中国药用植物
洋甘草,经济用途,中国药用植物
胀果甘草,经济用途,中国药用植物
甘草,经济用途,中国药用植物
鼠麴草,经济用途,中国药用植物
钉头果,经济用途,中国药用植物
细齿锥花,经济用途,中国药用植物
峨眉手参,经济用途,中国药用植物
西南手参,经济用途,中国药用植物
会东藤,经济用途,中国药用植物
匙羹藤,经济用途,中国药用植物
大叶匙羹藤,经济用途,中国药用植物
裸子植物门,经济用途,中国药用植物
江南牡丹草,经济用途,中国药用植物
裸蒴,经济用途,中国药用植物
绞股蓝,经济用途,中国药用植物
草原石头花,经济用途,中国药用植物
长蕊石头花,经济用途,中国药用植物
大叶石头花,经济用途,中国药用植物
圆锥石头花,经济用途,中国药用植物
鹅毛玉凤花,经济用途,中国药用植物
绿花玉凤花,经济用途,中国药用植物
小齿锥花,经济用途,中国药用植物
千日红属,经济用途,中国药用植物
曲苞芋,经济用途,中国药用植物
纤冠藤,经济用途,中国药用植物
田方骨,经济用途,中国药用植物
糯米团,经济用途,中国药用植物
斑叶兰属,经济用途,中国药用植物
高斑叶兰,经济用途,中国药用植物
小斑叶兰,经济用途,中国药用植物
斑叶兰,经济用途,中国药用植物
天星藤,经济用途,中国药用植物
米口袋,经济用途,中国药用植物
米口袋（原变型）,经济用途,中国药用植物
手参,经济用途,中国药用植物
短距手参,经济用途,中国药用植物
花锚,经济用途,中国药用植物
椭圆叶花锚,经济用途,中国药用植物
小二仙草,经济用途,中国药用植物
牛筋果,经济用途,中国药用植物
常春藤,经济用途,中国药用植物
姜花,经济用途,中国药用植物
草果药,经济用途,中国药用植物
毛姜花,经济用途,中国药用植物
金草,经济用途,中国药用植物
广花耳草,经济用途,中国药用植物
耳草,经济用途,中国药用植物
伞房花耳草（原变种）,经济用途,中国药用植物
白花蛇舌草,经济用途,中国药用植物
牛白藤,经济用途,中国药用植物
松叶耳草,经济用途,中国药用植物
粗叶耳草,经济用途,中国药用植物
岩黄耆属,经济用途,中国药用植物
多序岩黄耆,经济用途,中国药用植物
荸荠,经济用途,中国药用植物
向日葵,经济用途,中国药用植物
菊芋,经济用途,中国药用植物
沙生蜡菊,经济用途,中国药用植物
痄腮树,经济用途,中国药用植物
山芝麻,经济用途,中国药用植物
长序山芝麻,经济用途,中国药用植物
火索麻,经济用途,中国药用植物
大尾摇,经济用途,中国药用植物
离瓣寄生,经济用途,中国药用植物
铁筷子,经济用途,中国药用植物
青荚叶,经济用途,中国药用植物
萱草属,经济用途,中国药用植物
黄花菜,经济用途,中国药用植物
半蒴苣苔属,经济用途,中国药用植物
贵州半蒴苣苔,经济用途,中国药用植物
华南半蒴苣苔,经济用途,中国药用植物
半蒴苣苔,经济用途,中国药用植物
峨眉半蒴苣苔,经济用途,中国药用植物
短茎半蒴苣苔,经济用途,中国药用植物
降龙草,经济用途,中国药用植物
密齿降龙草,经济用途,中国药用植物
雪胆属,经济用途,中国药用植物
曲莲,经济用途,中国药用植物
马铜铃,经济用途,中国药用植物
獐耳细辛属,经济用途,中国药用植物
獐耳细辛,经济用途,中国药用植物
印度独活,经济用途,中国药用植物
二管独活,经济用途,中国药用植物
多裂独活,经济用途,中国药用植物
独活,经济用途,中国药用植物
