entity,relation,value
葶菊,治疗,头痛
香豆蔻,治疗,喉痛
香豆蔻,治疗,肺结核
香豆蔻,治疗,眼睑炎
香豆蔻,治疗,消化不良
匍茎点地梅,治疗,水肿
打破碗花花,治疗,热性痢疾
打破碗花花,治疗,胃炎
打破碗花花,治疗,各种顽癣
打破碗花花,治疗,疟疾
打破碗花花,治疗,消化不良
打破碗花花,治疗,跌打损伤
打破碗花花,治疗,稻苞虫
打破碗花花,治疗,负泥虫
打破碗花花,治疗,稻螟
打破碗花花,治疗,棉蚜
打破碗花花,治疗,菜青虫
打破碗花花,治疗,蝇蛆
水棉花,治疗,痢疾
水棉花,治疗,淋病
水棉花,治疗,难产
水棉花,治疗,风湿关节痛
秋牡丹,治疗,重感冒
秋牡丹,治疗,股癣
秋牡丹,治疗,体癣
扯根菜,治疗,黄疸
扯根菜,治疗,水肿
扯根菜,治疗,跌打损伤
黄花补血草,治疗,妇女月经不调
黄花补血草,治疗,鼻衄
黄花补血草,治疗,带下
散沫花,治疗,黄疽病
散沫花,治疗,精神病
无瓣蔊菜,治疗,痈肿疮毒
无瓣蔊菜,治疗,烫火伤
芭蕉,治疗,水肿
芭蕉,治疗,肛胀
甘蓝,治疗,十二指肠溃疡
山橿,治疗,胃气痛
山橿,治疗,疥癣
山橿,治疗,风疹
山橿,治疗,刀伤出血
甘露子,治疗,肺炎
甘露子,治疗,风热感冒
丝铁线莲,治疗,高血压病
丝铁线莲,治疗,冠心病
甘青老鹳草,治疗,咽喉肿痛
甘青老鹳草,治疗,肺热咳嗽
唐古特虎耳草,治疗,食欲不振
唐古特虎耳草,治疗,肝病
唐古特虎耳草,治疗,胆病
甘青青兰,治疗,胃炎
甘青青兰,治疗,肝炎
甘青青兰,治疗,头晕
甘青青兰,治疗,神疲
甘青青兰,治疗,关节炎
甘青青兰,治疗,疖疮
甘青乌头,治疗,发烧
甘青乌头,治疗,肺炎
甘青铁线莲,治疗,消化不良
甘青铁线莲,治疗,恶心
钩吻,治疗,稻螟虫
大叶紫珠,治疗,跌打肿痛
大叶紫珠,治疗,创伤出血
大叶紫珠,治疗,肠道出血
大叶紫珠,治疗,咳血
大叶紫珠,治疗,鼻衄
半枝莲,治疗,妇女病
半枝莲,治疗,肝炎
半枝莲,治疗,阑尾炎
半枝莲,治疗,咽喉炎
半枝莲,治疗,尿道炎
半枝莲,治疗,咯血
半枝莲,治疗,尿血
半枝莲,治疗,胃痛
半枝莲,治疗,疮痈肿毒
半枝莲,治疗,跌打损伤
刚毛忍冬,治疗,感冒
刚毛忍冬,治疗,肺炎
巴豆,治疗,风湿骨痛
桃金娘,治疗,慢性痢疾
桃金娘,治疗,风湿
桃金娘,治疗,肝炎
桃金娘,治疗,降血脂
紫玉盘,治疗,风湿
紫玉盘,治疗,跌打损伤
紫玉盘,治疗,腰腿痛
紫玉盘,治疗,跌打肿痛
杠柳,治疗,风湿关节炎
杠柳,治疗,筋骨痛
百两金,治疗,咽喉痛
百两金,治疗,扁桃腺炎
百两金,治疗,肾炎水肿
百两金,治疗,跌打风湿
大叶百两金,治疗,风湿跌打
大叶百两金,治疗,喉症
大叶百两金,治疗,健脑
细柄百两金,治疗,刀伤
细柄百两金,治疗,喉痛
尖槐藤,治疗,黄疸病
尖槐藤,治疗,跌打损伤
马蹄香,治疗,胃寒痛
马蹄香,治疗,关节疼痛
马蹄香,治疗,疮疡
高原毛茛,治疗,淋巴结核
轮叶木姜子,治疗,跌打积淤
轮叶木姜子,治疗,胸痛
轮叶木姜子,治疗,风湿痹痛
轮叶木姜子,治疗,妇女经痛
轮叶木姜子,治疗,骨折
轮叶木姜子,治疗,蛇伤
细叶藁本,治疗,风寒头痛
细叶藁本,治疗,寒湿腹痛
细叶藁本,治疗,泄泻
藁本,治疗,风寒头痛
藁本,治疗,寒湿腹痛
藁本,治疗,泄泻
翠雀,治疗,风热
翠雀,治疗,牙痛
土坛树,治疗,风湿
土坛树,治疗,跌打损伤
革叶粗筒苣苔,治疗,跌打损伤
柱果铁线莲,治疗,风湿性关节痛
柱果铁线莲,治疗,牙痛
柱果铁线莲,治疗,骨鲠喉
柱果铁线莲,治疗,外伤出血
筒鞘蛇菰,治疗,痔疮
筒鞘蛇菰,治疗,胃病
葛枣猕猴桃,治疗,庙气
葛枣猕猴桃,治疗,腰痛
假蒟,治疗,牙痛
假蒟,治疗,胃痛
假蒟,治疗,腹胀
假蒟,治疗,食欲不振
鸢尾,治疗,关节炎
鸢尾,治疗,跌打损伤
鸢尾,治疗,食积
鸢尾,治疗,肝炎
海芋,治疗,肺结核
海芋,治疗,风湿关节炎
海芋,治疗,气管炎
海芋,治疗,流感
海芋,治疗,伤寒
海芋,治疗,风湿心藏病
海芋,治疗,疮肿毒
海芋,治疗,蛇虫咬伤
海芋,治疗,烫火伤
海芋,治疗,神经性皮炎
海芋,治疗,牛伤风
海芋,治疗,猪丹毒
隔山消,治疗,鱼口疮毒
隔山香,治疗,风热咳嗽
隔山香,治疗,心绞痛
隔山香,治疗,胃痛
隔山香,治疗,疟疾
隔山香,治疗,痢疾
隔山香,治疗,经闭
隔山香,治疗,白带
隔山香,治疗,跌打损伤
毛杜仲藤,治疗,刀伤痛
毛杜仲藤,治疗,眼痛
毛杜仲藤,治疗,脚痛
毛杜仲藤,治疗,驳骨
沙枣,治疗,痔疮
紫苏,治疗,感冒
工布乌头,治疗,跌打损伤
工布乌头,治疗,毒虫咬伤
弓果藤,治疗,牛食欲不振
贡山三尖杉,治疗,淋巴肉瘤
勾儿茶属,治疗,风湿性关节痛
勾儿茶属,治疗,痛经
勾儿茶属,治疗,产后腹痛
勾儿茶属,治疗,肺结核
勾儿茶属,治疗,急慢性气管炎
勾儿茶属,治疗,黄疸
勾儿茶属,治疗,红白痢疾
勾儿茶属,治疗,跌打损伤
勾儿茶属,治疗,骨折
勾儿茶属,治疗,痈肿疮毒
牯岭勾儿茶,治疗,风湿痛
牛眼马钱,治疗,跌打损伤
赤苍藤,治疗,黄胆
赤苍藤,治疗,水肿
细叶景天,治疗,痢疾
帘子藤,治疗,风湿病
帘子藤,治疗,贫血
徐长卿,治疗,胃气痛
徐长卿,治疗,肠胃炎
徐长卿,治疗,毒蛇咬伤
徐长卿,治疗,腹水
狗骨柴,治疗,黄疸病
密花树,治疗,膀胱结石
金丝桃,治疗,跌打损伤
黑面神,治疗,肠胃炎
黑面神,治疗,咽喉肿痛
黑面神,治疗,风湿骨痛
黑面神,治疗,湿疹
黑面神,治疗,高血脂病
黑面神,治疗,疮疖
黑面神,治疗,皮炎
金叶子,治疗,风湿性关节疼痛
常春藤,治疗,衄血
长蕊斑种草,治疗,跌打
长蕊斑种草,治疗,红肿
尖尾芋,治疗,毒蛇咬伤
尖尾芋,治疗,流感
尖尾芋,治疗,高烧
尖尾芋,治疗,肺结核
尖尾芋,治疗,急性胃炎
尖尾芋,治疗,胃溃疡
尖尾芋,治疗,慢性胃病
尖尾芋,治疗,肠伤寒
尖尾芋,治疗,秃发病
蕺菜,治疗,肠炎
蕺菜,治疗,痢疾
蕺菜,治疗,肾炎水肿
蕺菜,治疗,乳腺炎
蕺菜,治疗,中耳炎
狗尾草,治疗,痈瘀
狗尾草,治疗,面癣
龙船草,治疗,痈肿疤毒
龙船草,治疗,目赤肿痛
龙船草,治疗,瘰疬
石莲,治疗,跌打损伤
石莲,治疗,外伤肿痛
长蕊珍珠菜,治疗,乳房红肿
长蕊珍珠菜,治疗,无名肿毒
长蕊珍珠菜,治疗,风湿痛
长蕊珍珠菜,治疗,狗咬伤
长蕊珍珠菜,治疗,痈疽
象头花,治疗,跌打损伤
象头花,治疗,疮黄肿毒
枳椇,治疗,风湿
须药藤,治疗,感冒
须药藤,治疗,头痛
须药藤,治疗,咳嗽
须药藤,治疗,支气管炎
须药藤,治疗,胃痛
须药藤,治疗,食积气胀
夏枯草,治疗,口眼歪斜
夏枯草,治疗,瘰疬
马莲鞍,治疗,痢疾
马莲鞍,治疗,腹泻
马莲鞍,治疗,心胃气痛
马莲鞍,治疗,感冒发烧
马莲鞍,治疗,慢性肾炎
马莲鞍,治疗,跌打
马莲鞍,治疗,毒蛇咬伤
马莲鞍,治疗,烂疮
金花树,治疗,风湿
金花树,治疗,疮疖
牯岭野豌豆,治疗,帕金森式麻痹震颤
天星藤,治疗,喉痛
天星藤,治疗,跌打
瓜木,治疗,风湿
瓜木,治疗,跌打损伤
瓜叶栝楼,治疗,头痛
瓜叶栝楼,治疗,气管炎
瓜叶栝楼,治疗,胃病
瓜叶栝楼,治疗,气喘
瓜叶栝楼,治疗,消渴
眼树莲,治疗,肺燥咳血
眼树莲,治疗,疮疖肿毒
眼树莲,治疗,小儿疳积
眼树莲,治疗,痢疾
眼树莲,治疗,跌打肿痛
眼树莲,治疗,毒蛇咬伤
荷青花,治疗,劳伤过度
荷青花,治疗,风湿性关节炎
荷青花,治疗,跌打损伤
荷青花,治疗,经血不调
黄花乌头,治疗,偏正头痛
黄花乌头,治疗,寒湿痹痛
黄花乌头,治疗,口眼歪斜
黄花乌头,治疗,小麦杆锈病
黄檗,治疗,急性细菌性痢疾
黄檗,治疗,急性肠炎
黄檗,治疗,急性黄疸型肝炎
黄檗,治疗,泌尿系统感染
黄檗,治疗,炎症
黄檗,治疗,火烫伤
黄檗,治疗,中耳炎
黄檗,治疗,急性结膜炎
中华老鹳草,治疗,痢疾
雄黄兰,治疗,全身筋骨疼痛
雄黄兰,治疗,各种疮肿
雄黄兰,治疗,跌打损伤
雄黄兰,治疗,外伤出血
雄黄兰,治疗,腮腺炎
五叶老鹳草,治疗,痢疾
五叶老鹳草,治疗,肠炎之功效
寄生藤,治疗,跌打刀伤
川桂,治疗,风湿筋骨痛
川桂,治疗,跌打
川桂,治疗,腹痛吐泻
前胡,治疗,感冒咳嗽
前胡,治疗,支气管炎
前胡,治疗,疖肿
管萼山豆根,治疗,腹痛
管萼山豆根,治疗,腹胀
展毛野牡丹,治疗,消化不良
展毛野牡丹,治疗,腹泻
展毛野牡丹,治疗,肠炎
展毛野牡丹,治疗,痢疾
光萼猪屎豆,治疗,疮痛
光萼猪屎豆,治疗,跌打损伤
光叶闭鞘姜,治疗,尿路感染
光叶闭鞘姜,治疗,肾炎水肿
光叶闭鞘姜,治疗,无名肿毒
光叶山矾,治疗,跌打
黑毛四照花,治疗,牙痛
黑毛四照花,治疗,乳痛
黑毛四照花,治疗,喉蛾风
光叶子花,治疗,白带
广东大青,治疗,脚软
广东大青,治疗,风湿
虎刺楤木,治疗,肝炎
虎刺楤木,治疗,肾炎
虎刺楤木,治疗,前列腺炎
广东蝶豆,治疗,慢性气管炎
广东蝶豆,治疗,疮肿
广东万年青,治疗,热血
广东万年青,治疗,咳血
广东万年青,治疗,大肠结热
广东万年青,治疗,小儿脱肛
广东万年青,治疗,狂犬咬伤
广东万年青,治疗,蛇咬伤
广东万年青,治疗,咽喉肿痛
广东万年青,治疗,疔疮肿毒
广东万年青,治疗,煎水
广东万年青,治疗,痔疮
广花耳草,治疗,跌打
广藿香,治疗,流感
广寄生,治疗,风湿痹痛
广寄生,治疗,腰膝痠软
广寄生,治疗,胎动
广寄生,治疗,胎漏
广寄生,治疗,高血压
广西斑鸠菊,治疗,小儿惊风
广西斑鸠菊,治疗,烂疮
广西莪术,治疗,气血凝滞
广西莪术,治疗,心腹胀痛
广西莪术,治疗,宿食不消
广西莪术,治疗,跌打损伤
广西鹅掌柴,治疗,三叉神经痛
广西鹅掌柴,治疗,坐骨神经痛
广西鹅掌柴,治疗,神经性头痛
广西马兜铃,治疗,喉痛
广西马兜铃,治疗,腹痛
广西马兜铃,治疗,跌打
广西马兜铃,治疗,疟疾
广西马兜铃,治疗,蛇伤
广西石楠,治疗,风湿痛
广西香花藤,治疗,水肿
荷花玉兰,治疗,高血压
狼杷草,治疗,感冒
狼杷草,治疗,扁桃体炎
狼杷草,治疗,咽喉炎
狼杷草,治疗,肠炎
狼杷草,治疗,痢疾
狼杷草,治疗,肝炎
狼杷草,治疗,泌尿系感染
狼杷草,治疗,肺结核盗汗
狼杷草,治疗,闭经
鬼吹箫,治疗,风湿性关节炎
鬼吹箫,治疗,月经不调
鬼吹箫,治疗,尿道炎
鬼吹箫,治疗,眼病
尖齿臭茉莉,治疗,妇女月经不调
尖齿臭茉莉,治疗,风湿骨痛
尖齿臭茉莉,治疗,骨折
尖齿臭茉莉,治疗,中耳炎
尖齿臭茉莉,治疗,毒疮
尖齿臭茉莉,治疗,湿疹
磨芋,治疗,流火
磨芋,治疗,疔疮
磨芋,治疗,无名肿毒
磨芋,治疗,瘰疬
磨芋,治疗,眼睛蛇咬伤
磨芋,治疗,烫火伤
磨芋,治疗,间日疟
磨芋,治疗,乳痈
磨芋,治疗,腹中痞块
磨芋,治疗,疔癀高烧
磨芋,治疗,疝气
鬼针草,治疗,上呼吸道感染
鬼针草,治疗,咽喉肿痛
鬼针草,治疗,急性阑尾炎
鬼针草,治疗,急性黄疸型肝炎
鬼针草,治疗,胃肠炎
鬼针草,治疗,风湿关节疼痛
鬼针草,治疗,疟疾
贵州八角莲,治疗,跌打损伤
贵州八角莲,治疗,劳伤疼痛
贵州半蒴苣苔,治疗,痈
贵州半蒴苣苔,治疗,烫伤
短柄忍冬,治疗,鼻出血
短柄忍冬,治疗,吐血
短柄忍冬,治疗,肠热
血盆草,治疗,吐血
血盆草,治疗,血崩
血盆草,治疗,衂血
血盆草,治疗,刀伤出血
血盆草,治疗,血痢
血盆草,治疗,产后寒
贵州叶下珠,治疗,跌打损伤
肉桂,治疗,腰膝冷痛
肉桂,治疗,腹痛吐泻
肉桂,治疗,外感
肉桂,治疗,风寒
肉桂,治疗,肩臂肢节酸痛
桂林唇柱苣苔,治疗,咳嗽
桂林唇柱苣苔,治疗,跌打损伤
桂黔吊石苣苔,治疗,风湿骨痛
桂叶素馨,治疗,刀伤
桂叶素馨,治疗,蛇伤
桂叶素馨,治疗,痈疮肿毒
姜味草,治疗,胃痛
姜味草,治疗,腹胀
姜味草,治疗,呕吐
姜味草,治疗,腹泻
姜味草,治疗,急性胃炎
姜味草,治疗,急慢性胃肠痛
姜味草,治疗,庙气痛
姜味草,治疗,感冒咳嗽
小花鬼针草,治疗,感冒发热
小花鬼针草,治疗,咽喉肿痛
小花鬼针草,治疗,肠炎
小花鬼针草,治疗,阑尾炎
小花鬼针草,治疗,痔疮
小花鬼针草,治疗,跌打损伤
小花鬼针草,治疗,冻疮
小花鬼针草,治疗,毒蛇咬伤
爬树龙,治疗,跌打损伤
爬树龙,治疗,骨折
爬树龙,治疗,蛇咬伤
爬树龙,治疗,痈疮节肿
爬树龙,治疗,小儿百日咳
爬树龙,治疗,咽喉肿痛
爬树龙,治疗,感冒
爬树龙,治疗,风湿性腰腿痛
土丁桂,治疗,小儿结肠炎
土丁桂,治疗,消化不良
土丁桂,治疗,白带
土丁桂,治疗,支气管哮喘
土丁桂,治疗,咳嗽
土丁桂,治疗,跌打损伤
土丁桂,治疗,腰腿痛
土丁桂,治疗,痢疾
土丁桂,治疗,头晕目眩
土丁桂,治疗,泌尿系感染
土丁桂,治疗,血尿
土丁桂,治疗,蛇伤
香皮树,治疗,便秘
大叶南苏,治疗,骨折
大叶南苏,治疗,跌打损伤
大叶南苏,治疗,风湿麻木
大叶南苏,治疗,咽肿
大叶南苏,治疗,心绞痛
大叶南苏,治疗,支气管炎
大叶南苏,治疗,哮喘
大叶南苏,治疗,百日咳
水龙,治疗,蛇咬伤
过路黄,治疗,胆囊炎
过路黄,治疗,黄疸性肝炎
过路黄,治疗,泌尿系统结石
过路黄,治疗,胆结石
过路黄,治疗,跌打损伤
过路黄,治疗,毒蛇咬伤
过路黄,治疗,毒蕈
过路黄,治疗,药物中毒
过路黄,治疗,化脓性炎症
过路黄,治疗,烧烫伤
铁冬青,治疗,烫火伤
铁冬青,治疗,咽喉炎
铁冬青,治疗,肝炎
铁冬青,治疗,急性肠胃炎
铁冬青,治疗,胃痛
铁冬青,治疗,关节痛
铁冬青,治疗,胃溃疡
铁冬青,治疗,感冒发热
过路惊,治疗,小儿夜间惊哭
络石,治疗,关节炎
络石,治疗,肌肉痹痛
络石,治疗,跌打损伤
络石,治疗,产后腹痛
络石,治疗,血吸虫腹水病
狮子尾,治疗,脾肿大
狮子尾,治疗,高烧
狮子尾,治疗,风湿腰痛
狮子尾,治疗,跌打损伤
狮子尾,治疗,骨折
狮子尾,治疗,烫火伤
黑老虎,治疗,胃病
黑老虎,治疗,风湿骨痛
黑老虎,治疗,跌打瘀痛
千里香,治疗,感冒
千里香,治疗,头痛
千里香,治疗,胃痛
千里香,治疗,牙痛
千里香,治疗,风湿骨痛
千里香,治疗,跌打肿痛
山木通,治疗,感冒
山木通,治疗,膀胱炎
山木通,治疗,尿道炎
山木通,治疗,跌打劳伤
山木通,治疗,扁桃体炎
山木通,治疗,咽喉炎
山木通,治疗,风湿关节肿痛
山木通,治疗,肠胃炎
山木通,治疗,疟疾
山木通,治疗,乳痈
山木通,治疗,牙疳
山木通,治疗,目生星翳
扇叶铁线蕨,治疗,跌打内伤
扇叶铁线蕨,治疗,乳猪下痢
扇叶铁线蕨,治疗,猪丹毒
扇叶铁线蕨,治疗,牛瘟
八宝,治疗,喉炎
八宝,治疗,热疖
八宝,治疗,跌打损伤
黄海棠,治疗,吐血
黄海棠,治疗,子宫出血
黄海棠,治疗,外伤出血
黄海棠,治疗,疮疖痈肿
黄海棠,治疗,风湿
黄海棠,治疗,痢疾
黄海棠,治疗,月经不调
黄海棠,治疗,胃病
越南安息香,治疗,疥疮
披针叶铁线莲,治疗,口嗅
披针叶铁线莲,治疗,口烂
八角枫,治疗,风湿
八角枫,治疗,跌打损伤
八角莲,治疗,跌打损伤
八角莲,治疗,半身不遂
八角莲,治疗,毒蛇咬伤
地耳草,治疗,肝炎
地耳草,治疗,跌打损伤
地耳草,治疗,疮毒
羊耳菊,治疗,跌打损伤
羊耳菊,治疗,痢疾
八仙过海,治疗,跌打损伤
八仙过海,治疗,风湿关节炎
八仙过海,治疗,痧症
八仙过海,治疗,急性肠胃炎
八月瓜,治疗,跌打损伤
八月瓜,治疗,风湿骨痛
八月瓜,治疗,疝气
八月瓜,治疗,子宫脱垂
三叶木通,治疗,风湿关节痛
八月瓜属,治疗,肾炎
八月瓜属,治疗,肾虚腰痛
八月瓜属,治疗,胃痛
八月瓜属,治疗,跌打
八月瓜属,治疗,风湿骨痛
八月瓜属,治疗,劳伤咳嗽
八月瓜属,治疗,疝气
鹰爪枫,治疗,关节炎
鹰爪枫,治疗,风湿痹痛
五月瓜藤,治疗,劳伤咳嗽
细果角茴香,治疗,感冒
细果角茴香,治疗,咽喉炎
细果角茴香,治疗,急性结膜炎
扒地蜈蚣,治疗,跌打损伤
扒地蜈蚣,治疗,骨折
扒地蜈蚣,治疗,毒蛇咬伤
紫花醉鱼草,治疗,咳嗽
紫花醉鱼草,治疗,眼疾
缬草,治疗,跌打损伤
狼毒,治疗,结核类
狼毒,治疗,疮瘘癣类
拔毒散,治疗,急性扁桃体炎
拔毒散,治疗,急性乳腺炎
拔毒散,治疗,肠炎
拔毒散,治疗,菌痢
拔毒散,治疗,跌打损伤
白苞蒿,治疗,肾疾病
白饭树,治疗,风湿关节炎
白饭树,治疗,湿疹
白饭树,治疗,脓泡疮
姜花,治疗,头痛
姜花,治疗,身痛
姜花,治疗,风湿痛
姜花,治疗,跌打损伤
青羊参,治疗,农业害虫
降龙草,治疗,疮肿毒
降龙草,治疗,蛇咬伤
降龙草,治疗,烧烫伤
海通,治疗,半边疯
延叶珍珠菜,治疗,跌打损伤
延叶珍珠菜,治疗,疔毒
杜仲藤,治疗,小儿麻痹
杜仲藤,治疗,跌打损伤
小花黄堇,治疗,疮疥
小花黄堇,治疗,蛇伤
白萼素馨,治疗,跌打损伤
水东哥,治疗,无名肿毒
水东哥,治疗,眼翳
水东哥,治疗,遗精
独角莲,治疗,头痛
独角莲,治疗,口眼歪斜
独角莲,治疗,半身不遂
独角莲,治疗,破伤风
独角莲,治疗,跌打劳伤
独角莲,治疗,肢体麻木
独角莲,治疗,中风不语
独角莲,治疗,淋巴结核
西南水苏,治疗,疮疖
西南水苏,治疗,赤白痢
西南水苏,治疗,湿疹
半蒴苣苔,治疗,喉痛
半蒴苣苔,治疗,麻疹
半蒴苣苔,治疗,烧烫伤
灵枝草,治疗,轮癣
灵枝草,治疗,皮肤病
灵枝草,治疗,肺结核
灵枝草,治疗,咳嗽
灵枝草,治疗,高血压
鸡骨常山,治疗,发热
鸡骨常山,治疗,头痛
白花菜,治疗,下气
白花菜,治疗,煎水
杜茎山,治疗,腰痛
杜茎山,治疗,头痛
杜茎山,治疗,心燥烦渴
杜茎山,治疗,眼目晕眩
杜茎山,治疗,跌打损伤
重瓣臭茉莉,治疗,风湿
白花苦灯笼,治疗,肺结核咯血
白花苦灯笼,治疗,感冒发热
白花苦灯笼,治疗,咳嗽
白花苦灯笼,治疗,热性胃痛
白花苦灯笼,治疗,急性扁挑体炎
变色白前,治疗,肺结核
变色白前,治疗,浮肿
草玉梅,治疗,喉炎
草玉梅,治疗,扁桃腺炎
草玉梅,治疗,肝炎
草玉梅,治疗,痢疾
草玉梅,治疗,跌打损伤
小花草玉梅,治疗,肝炎
小花草玉梅,治疗,筋骨疼痛
白花蛇舌草,治疗,肿瘤
白花蛇舌草,治疗,蛇咬伤
白花蛇舌草,治疗,小儿疳积
白花蛇舌草,治疗,泡疮
白花蛇舌草,治疗,刀伤
白花蛇舌草,治疗,跌打
白花碎米荠,治疗,气管炎
白花酸藤果,治疗,急性肠胃炎
白花酸藤果,治疗,赤白痢
白花酸藤果,治疗,腹泻
白花酸藤果,治疗,刀枪伤
白花酸藤果,治疗,外伤出血
白花酸藤果,治疗,蛇咬伤
马甲子,治疗,痈肿溃脓
白英,治疗,小儿惊风
白英,治疗,风火牙痛
扭肚藤,治疗,外伤出血
扭肚藤,治疗,骨折
白兰,治疗,咳嗽
白兰,治疗,便秘
朱砂藤,治疗,癫癎
朱砂藤,治疗,狂犬病
朱砂藤,治疗,毒蛇咬伤
石蜘蛛,治疗,跌打损伤
石蜘蛛,治疗,淋浊
脓疮草,治疗,疮疥
痢止蒿,治疗,痢疾
痢止蒿,治疗,蛔虫症
痢止蒿,治疗,乳腺炎
白薇,治疗,产后虚烦呕逆
白薇,治疗,小便淋沥
白薇,治疗,肾炎
白薇,治疗,尿路感染
白薇,治疗,水肿
白薇,治疗,支气管炎
白薇,治疗,风湿性腰腿痛
大叶锣,治疗,神经衰弱
银线草,治疗,风寒咳嗽
银线草,治疗,风湿痛
银线草,治疗,闭经
银线草,治疗,跌打损伤
寻骨风,治疗,胃痛
寻骨风,治疗,筋骨痛
紫背金盘,治疗,肺脓疡
紫背金盘,治疗,肺炎
紫背金盘,治疗,扁桃腺炎
紫背金盘,治疗,咽喉炎
紫背金盘,治疗,气管炎
紫背金盘,治疗,腮腺炎
紫背金盘,治疗,急性胆囊炎
紫背金盘,治疗,肝炎
紫背金盘,治疗,痔疮肿痛
紫背金盘,治疗,鼻衄
紫背金盘,治疗,牙痛
紫背金盘,治疗,目赤肿痛
紫背金盘,治疗,黄疽病
紫背金盘,治疗,便血
紫背金盘,治疗,白尿
紫背金盘,治疗,血瘀肿痛
紫背金盘,治疗,产后瘀血
紫背金盘,治疗,妇女血气痛
紫背金盘,治疗,金疮
紫背金盘,治疗,刀伤
紫背金盘,治疗,外伤出血
紫背金盘,治疗,跌打扭伤
紫背金盘,治疗,骨折
紫背金盘,治疗,痈肿疮疖
紫背金盘,治疗,狂犬咬伤
紫背金盘,治疗,牛马肚痛发水
白毛紫珠,治疗,皮肤病
白毛紫珠,治疗,箭毒
商陆,治疗,水肿
商陆,治疗,胀满
商陆,治疗,脚气
商陆,治疗,喉痹
序叶苎麻,治疗,风湿
序叶苎麻,治疗,筋骨痛
大管,治疗,跌打扭伤
大管,治疗,胸痹
大管,治疗,感冒
网脉酸藤子,治疗,经闭
网脉酸藤子,治疗,月经不调
网脉酸藤子,治疗,风湿
威灵仙,治疗,风寒湿热
威灵仙,治疗,偏头疼
威灵仙,治疗,黄胆浮肿
威灵仙,治疗,鱼骨硬喉
威灵仙,治疗,腰膝腿脚冷痛
威灵仙,治疗,急性扁桃体炎
威灵仙,治疗,咽喉炎
威灵仙,治疗,造桥虫
威灵仙,治疗,菜青虫
威灵仙,治疗,地老虎
威灵仙,治疗,孑孓
白绒草,治疗,肾虚
白绒草,治疗,遗精
白绒草,治疗,阳萎
须花翠雀花,治疗,风热头痛
白薯莨,治疗,痈疽
白薯莨,治疗,恶疮
白薯莨,治疗,跌打扭伤
泽珍珠菜,治疗,痈疮
泽珍珠菜,治疗,无名肿毒
黄檀,治疗,疮
白棠子树,治疗,感冒
白棠子树,治疗,跌打损伤
白棠子树,治疗,气血瘀滞
白棠子树,治疗,妇女闭经
白棠子树,治疗,外伤肿痛
白桐树,治疗,风湿痛
粗齿铁线莲,治疗,风湿筋骨痛
粗齿铁线莲,治疗,跌打损伤
粗齿铁线莲,治疗,血疼痛
粗齿铁线莲,治疗,肢体麻木
粗齿铁线莲,治疗,失音声嘶
粗齿铁线莲,治疗,杨梅疮毒
粗齿铁线莲,治疗,虫疮久烂
白头翁属,治疗,痢疾
白头翁,治疗,热毒血痢
白头翁,治疗,温疟
白头翁,治疗,鼻衄
白头翁,治疗,痔疮出血
白头翁,治疗,地老虎
白头翁,治疗,蚜虫
白头翁,治疗,蝇蛆
白头翁,治疗,孑孓
白透骨消,治疗,筋骨痛
白颜树,治疗,寒湿
白叶瓜馥木,治疗,风湿
白叶瓜馥木,治疗,痨伤
木紫珠,治疗,鼻衄
木紫珠,治疗,消化道出血
木紫珠,治疗,妇女崩漏
白芷,治疗,风湿性关节疼痛
白芷,治疗,菜青虫
白芷,治疗,大豆蚜虫
白芷,治疗,小麦杆锈病
杭白芷,治疗,风寒感冒
杭白芷,治疗,牙痛
杭白芷,治疗,便血
杭白芷,治疗,白带
杭白芷,治疗,痈疖肿毒
杭白芷,治疗,烧伤
青海当归,治疗,头痛
百灵草,治疗,骨折
百灵草,治疗,外伤出血
百灵草,治疗,风湿
百灵草,治疗,跌打痨伤
百灵草,治疗,支气管炎
百灵草,治疗,哮喘
百灵草,治疗,贫血
百蕊草,治疗,中暑
百蕊草,治疗,扁桃腺炎
百蕊草,治疗,腰痛
芸香,治疗,感冒发热
芸香,治疗,风火牙痛
芸香,治疗,头痛
芸香,治疗,跌打扭伤
芸香,治疗,小儿急性支气管炎
芸香,治疗,支气管粘膜炎
百足藤,治疗,劳伤
百足藤,治疗,跌打
百足藤,治疗,骨折
百足藤,治疗,疮毒
红花寄生,治疗,风湿性关节炎
红花寄生,治疗,胃痛
柏拉木,治疗,疮疖
墓头回,治疗,崩漏
墓头回,治疗,赤白带
酸叶胶藤,治疗,跌打瘀肿
酸叶胶藤,治疗,风湿骨痛
酸叶胶藤,治疗,疔疮
酸叶胶藤,治疗,喉痛
酸叶胶藤,治疗,眼肿
斑花败酱,治疗,跌打
斑花败酱,治疗,疮毒
大斑花败酱,治疗,阑尾炎
臭黄荆,治疗,痢疾
臭黄荆,治疗,痔疮
臭黄荆,治疗,脱肛
臭黄荆,治疗,牙痛
滴水珠,治疗,毒蛇咬伤
滴水珠,治疗,胃痛
滴水珠,治疗,腰痛
滴水珠,治疗,漆疮
滴水珠,治疗,过敏性皮炎
滴水珠,治疗,痈疮肿毒
滴水珠,治疗,跌打损伤
滴水珠,治疗,颈淋巴结结核
滴水珠,治疗,乳腺炎
滴水珠,治疗,深部浓肿
木棉,治疗,菌痢
木棉,治疗,肠炎
木棉,治疗,胃痛
木棉,治疗,痢疾
木棉,治疗,月经过多
板蓝,治疗,中暑
